date,region,product,combined_name,volume_mmcfd
11/7/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3585
11/7/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,377
11/7/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,615
11/7/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1954
11/7/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-2109
11/7/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,7551
11/7/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,4918
11/7/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-200
11/7/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,533
11/7/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,913
11/7/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,847
11/7/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6621
11/7/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,200
11/6/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,403
11/6/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3799
11/6/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-2097
11/6/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,4200
11/6/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,169
11/6/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,4200
11/6/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1974
11/6/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,398
11/6/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,269
11/6/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3799
11/6/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,226
11/6/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,632
11/6/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,443
11/6/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3594
11/6/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,403
11/6/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,632
11/6/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1974
11/6/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,7735
11/6/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,4456
11/6/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-398
11/6/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-2097
11/6/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,829
11/6/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6716
11/6/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,542
11/6/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,712
11/6/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,398
11/5/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,4004
11/5/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,403
11/5/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,162
11/5/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3764
11/5/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-2206
11/5/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,4004
11/5/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,373
11/5/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1973
11/5/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,286
11/5/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,627
11/5/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,403
11/5/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3764
11/5/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,200
11/5/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,627
11/5/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3574
11/5/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1973
11/5/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,403
11/5/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,4741
11/5/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-535
11/5/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-2206
11/5/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,7855
11/5/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,689
11/5/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6807
11/5/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,535
11/5/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,1003
11/5/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,491
11/4/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,402
11/4/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-2095
11/4/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,4019
11/4/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3839
11/4/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,103
11/4/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2077
11/4/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,403
11/4/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,4019
11/4/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3839
11/4/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,248
11/4/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,593
11/4/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,181
11/4/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,258
11/4/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3608
11/4/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,402
11/4/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,593
11/4/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2077
11/4/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,5030
11/4/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-809
11/4/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,8064
11/4/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-2095
11/4/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,506
11/4/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6625
11/4/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,1063
11/4/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,809
11/4/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,659
11/3/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3772
11/3/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,4055
11/3/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,99
11/3/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,372
11/3/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-1918
11/3/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,4055
11/3/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1976
11/3/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,411
11/3/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3772
11/3/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,630
11/3/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,255
11/3/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,177
11/3/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,347
11/3/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,372
11/3/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3576
11/3/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1976
11/3/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,630
11/3/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,4949
11/3/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-658
11/3/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,8091
11/3/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-1918
11/3/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,602
11/3/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6249
11/3/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,658
11/3/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,1139
11/3/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,437
11/2/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3898
11/2/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3540
11/2/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-1876
11/2/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,109
11/2/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,333
11/2/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3898
11/2/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1987
11/2/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,419
11/2/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3540
11/2/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,245
11/2/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,624
11/2/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,206
11/2/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,720
11/2/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,333
11/2/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3611
11/2/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,624
11/2/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,1987
11/2/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,7989
11/2/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,4575
11/2/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-762
11/2/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-1876
11/2/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,965
11/2/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,762
11/2/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6239
11/2/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,1093
11/2/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,534
11/1/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,277
11/1/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,3868
11/1/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,109
11/1/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3479
11/1/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-2015
11/1/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,3868
11/1/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,426
11/1/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,2003
11/1/2022,Rocky Mountains,Net Flows to Desert Southwest,Rocky Mountains: Net Flows to Desert Southwest,3479
11/1/2022,Rocky Mountains,Net Flows to Plains,Rocky Mountains: Net Flows to Plains,1142
11/1/2022,Rocky Mountains,Net Flows to Lower Midcon,Rocky Mountains: Net Flows to Lower Midcon,300
11/1/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,656
11/1/2022,Rocky Mountains,Net Flows from Canada,Rocky Mountains: Net Flows from Canada,405
11/1/2022,Pacific Northwest,Net Flows to California,Pacific Northwest: Net Flows to California,2003
11/1/2022,Pacific Northwest,Net Flows from Desert Southwest,Pacific Northwest: Net Flows from Desert Southwest,277
11/1/2022,Pacific Northwest,Net Flows from Rocky Mountains,Pacific Northwest: Net Flows from Rocky Mountains,656
11/1/2022,Pacific Northwest,Net Flows from Canada,Pacific Northwest: Net Flows from Canada,3671
11/1/2022,Texas,Net Flows to Mexico,Texas: Net Flows to Mexico,4845
11/1/2022,Texas,Net Flows to Western,Texas: Net Flows to Western,-2015
11/1/2022,Texas,Net Flows to Midcon,Texas: Net Flows to Midcon,-285
11/1/2022,Texas,Net Flows to Southeast,Texas: Net Flows to Southeast,7525
11/1/2022,Mid-Continent,Net Flows from Northeast,Mid-Continent: Net Flows from Northeast,6165
11/1/2022,Mid-Continent,Net Flows to Southeast,Mid-Continent: Net Flows to Southeast,1043
11/1/2022,Mid-Continent,Net Flows to Texas,Mid-Continent: Net Flows to Texas,285
11/1/2022,Mid-Continent,Net Flows from Rocky Mountains,Mid-Continent: Net Flows from Rocky Mountains,1442
11/1/2022,Mid-Continent,Net Flows from Canada,Mid-Continent: Net Flows from Canada,468
10/31/2022,Desert Southwest,Net Flows to California,Desert Southwest: Net Flows to California,4102
10/31/2022,Desert Southwest,Net Flows from Texas,Desert Southwest: Net Flows from Texas,-2163
10/31/2022,Desert Southwest,Net Flows to Pacific Northwest,Desert Southwest: Net Flows to Pacific Northwest,318
10/31/2022,Desert Southwest,Net Flows to Mexico,Desert Southwest: Net Flows to Mexico,162
10/31/2022,Desert Southwest,Net Flows from Rocky Mountains,Desert Southwest: Net Flows from Rocky Mountains,3324
10/31/2022,California,Net Flows to Mexico,California: Net Flows to Mexico,408
10/31/2022,California,Net Flows from Desert Southwest,California: Net Flows from Desert Southwest,4102
10/31/2022,California,Net Flows from Pacific Northwest,California: Net Flows from Pacific Northwest,1995
10/31/2022,Rocky Mountains,Net Flows to Pacific Northwest,Rocky Mountains: Net Flows to Pacific Northwest,589
